portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,consumetime,createtime,soldtime
PF00001125,DSK00001107,0,0,20041215,0.00751583333333,2,0.02169,4,2.75296217391,0.00750052206014,20041215,,20050117,0,,,0.00425328343841,0.0578127706218,0.00425328343841
PF00001127,DSK00001109,0,0,20041229,0.010975,2,0.02169,4,2.75296217391,0.01095420132,20041229,,20050131,0,,,0.00577761758917,0.0785322881158,0.00577761758917
PF00001128,DSK00001110,1,1,20050106,0.0101666666667,2,0.02125,4,3.06556619048,0.0101494486918,20050106,,20050208,1,,,0.00478294172594,0.0650121528235,0.00478294172594
PF00001129,DSK00001110,0,0,20050106,0.0045475,2,0.02125,4,3.06556619048,0.00453979848451,20050106,,20050208,0,,,0.00213938631126,0.0290796162248,0.00213938631126
PF00001130,DSK00001111,0,0,20050107,0.00160333333333,2,0.02125,4,3.06556619048,0.00160061668681,20050107,,20050209,0,,,0.000754651001778,0.0102575964892,0.000754651001778
PF00001131,DSK00001112,0,0,20050110,0.0115925,1,0.02125,2,4.68872142857,0.0115497507447,20050110,,20050209,2,,,0.0130627392632,0.161413937267,0.0130627392632
PF00001137,DSK00001118,0,0,20050112,0.00993583333333,2,0.02125,4,3.06556619048,0.00991959330673,20050112,,20050211,0,,,0.00496240768828,0.0613195859727,0.00496240768828
PF00001136,DSK00001117,0,0,20050112,0.00473583333333,2,0.02125,4,3.06556619048,0.0047272525825,20050112,,20050214,0,,,0.00238362707995,0.0323994597625,0.00238362707995
PF00001138,DSK00001119,0,0,20050113,0.0031725,2,0.02125,4,3.06556619048,0.00316713733298,20050113,,20050215,0,,,0.00148968296173,0.0202485210809,0.00148968296173
PF00001139,DSK00001120,0,0,20050113,0.02932,2,0.02125,4,3.06556619048,0.029167068964,20050113,,20050415,0,,,0.0152382383616,0.577441653263,0.0152382383616
PF00001140,DSK00001121,1,1,20050113,0.00166666666667,2,0.02125,4,3.06556619048,0.00166365402047,20050113,,20050217,1,,,0.00078905458348,0.0113752410744,0.00078905458348
PF00001141,DSK00001121,0,0,20050113,0.0127391666667,2,0.02125,4,3.06556619048,0.0127161395054,20050113,,20050217,0,,,0.00603113870908,0.0869466551558,0.00603113870908
PF00001146,DSK00001125,0,0,20050114,0.00447416666667,2,0.02125,4,3.06556619048,0.00446660191841,20050114,,20050216,0,,,0.00210139405467,0.0285632063389,0.00210139405467
PF00001147,DSK00001126,0,0,20050117,0.00628416666667,2,0.02125,4,3.06556619048,0.00625066345964,20050117,,20050419,0,,,0.00333830115654,0.126502427195,0.00333830115654
PF00001144,DSK00001123,0,0,20050113,0.00854666666667,2,0.02125,4,3.06556619048,0.00853223344657,20050113,,20050215,0,,,0.00400937108383,0.0544973910542,0.00400937108383
PF00001149,DSK00001127,1,1,20050119,0.00333333333333,2,0.02125,4,3.06556619048,0.00332806062247,20050119,,20050216,1,,,0.0017262467932,0.0199088619091,0.0017262467932
PF00001150,DSK00001128,0,0,20050124,0.00793,2,0.02125,4,3.06556619048,0.00788780070677,20050124,,20050425,0,,,0.00425099646903,0.159337373739,0.00425099646903
PF00001151,DSK00001129,0,0,20050126,0.00319666666667,2,0.02125,4,3.06556619048,0.00319066838769,20050126,,20050301,0,,,0.001617240851,0.0226484840388,0.001617240851
PF00001152,DSK00001130,0,0,20050127,0.00914333333333,2,0.02125,4,3.06556619048,0.00912838864056,20050127,,20050228,0,,,0.00428118477589,0.0564286251182,0.00428118477589
PF00001154,DSK00001131,0,0,20050204,0.00532166666667,2,0.02106,4,3.378094,0.00531294782461,20050204,,20050308,0,,,0.00249767422171,0.0329208688021,0.00249767422171
PF00001156,DSK00001133,0,0,20050208,0.000175,2,0.02106,4,3.378094,0.000174713285808,20050208,,20050309,0,,,9.06312880021e-05,0.00108258415915,9.06312880021e-05
PF00001157,DSK00001134,0,0,20050208,0.00590916666667,2,0.02106,4,3.378094,0.0058994852841,20050208,,20050310,0,,,0.00295830594527,0.0365552584832,0.00295830594527
PF00001158,DSK00001135,0,0,20050209,0.0565875,2,0.02106,4,3.378094,0.0564949205234,20050209,,20050311,0,,,0.0282891843341,0.34956440096,0.0282891843341
PF00001159,DSK00001136,0,0,20050209,0.0100383333333,2,0.02106,4,3.378094,0.0100219257714,20050209,,20050311,0,,,0.00501360085654,0.0619521708145,0.00501360085654
PF00001160,DSK00001137,0,0,20050210,0.004735,2,0.02106,4,3.378094,0.00472726068681,20050210,,20050314,0,,,0.00221706998694,0.0292223339339,0.00221706998694
PF00001163,DSK00001140,0,0,20050211,0.00875125,2,0.02106,4,3.378094,0.00873694616377,20050211,,20050315,0,,,0.00409759951922,0.0540088595234,0.00409759951922
PF00001166,DSK00001143,0,0,20050215,0.0169708333333,2,0.02106,4,3.378094,0.0169430946651,20050215,,20050317,0,,,0.00847600709305,0.10473650661,0.00847600709305
PF00001167,DSK00001144,0,0,20050215,0.02786,2,0.02106,4,3.378094,0.0278160869006,20050215,,20050315,0,,,0.0143768260785,0.165808415236,0.0143768260785
PF00001168,DSK00001144,1,1,20050215,0.00333333333333,2,0.02106,4,3.378094,0.0033280793133,20050215,,20050315,1,,,0.00172012755191,0.019838288495,0.00172012755191
PF00001169,DSK00001146,0,0,20050224,0.00738666666667,2,0.02106,4,3.378094,0.00737413902934,20050224,,20050218,0,,,-0.0191401299097,0.0473022337242,-0.0191401299097
PF00001170,DSK00001146,0,0,20050224,0.0001925,0,0.02106,0,0.964959,0.000192116205209,20050224,,20050218,3,,,-0.000586374107613,0.00144914403502,-0.000586374107613
PF00001172,DSK00001147,0,0,20050224,0.0052975,2,0.02106,4,3.378094,0.00528794248515,20050224,,20050331,0,,,0.00250324810679,0.0360875550056,0.00250324810679
PF00001173,DSK00001148,0,0,20050224,0.00763916666667,2,0.02106,4,3.378094,0.00762670420898,20050224,,20050304,0,,,0.0142804097613,0.0470561264661,0.0142804097613
PF00001174,DSK00001148,0,0,20050224,0.000264166666667,0,0.02106,0,0.964959,0.000263637648462,20050224,,20050304,3,,,0.000606188356089,0.00199748301506,0.000606188356089
PF00001175,DSK00001148,0,0,20050224,0.000753333333333,1,0.02106,2,5.0547195,0.000750561028941,20050224,,20050304,2,,,0.00317671230548,0.0104677511704,0.00317671230548
PF00001182,DSK00001152,0,0,20050302,0.00764166666667,2,0.02103,4,3.3639673913,0.0076269851448,20050302,,20050406,0,,,0.00384529790429,0.0554349364163,0.00384529790429
PF00001177,DSK00001149,0,0,20050224,0.0001675,0,0.02106,0,0.964959,0.000167332769499,20050224,,20050218,3,,,-0.000255500174092,0.000631434008467,-0.000255500174092
PF00001181,DSK00001151,0,0,20050225,0.00319583333333,2,0.02106,4,3.378094,0.00319024393765,20050225,,20050331,0,,,0.00150699876933,0.0211046100848,0.00150699876933
PF00001183,DSK00001152,0,0,20050302,0.0003,0,0.02103,0,0.878115652174,0.000299253877,20050302,,20050406,3,,,0.000195420150133,0.00281723389623,0.000195420150133
PF00001184,DSK00001152,0,0,20050302,0.000753333333333,1,0.02103,2,4.74600565217,0.000750041105712,20050302,,20050406,2,,,0.000862280905644,0.0124308930978,0.000862280905644
PF00001185,DSK00001153,1,1,20050304,0.00833333333333,2,0.02103,4,3.3639673913,0.00831830585252,20050304,,20050408,1,,,0.00393590943858,0.0567412187296,0.00393590943858
PF00001186,DSK00001153,0,0,20050304,0.00568083333333,2,0.02103,4,3.3639673913,0.00567058909966,20050304,,20050408,0,,,0.00268310946427,0.0386804888079,0.00268310946427
PF00001187,DSK00001154,0,0,20050307,0.000768333333333,2,0.02103,4,3.3639673913,0.000766858579161,20050307,,20050411,0,,,0.000386258943763,0.00556842162056,0.000386258943763
PF00001188,DSK00001155,0,0,20050307,0.012325,1,0.02103,2,4.74600565217,0.0122714132721,20050307,,20050411,2,,,0.0140351207753,0.202334395706,0.0140351207753
PF00001191,DSK00001158,0,0,20050308,0.005855,2,0.02103,4,3.3639673913,0.00584376447063,20050308,,20050412,0,,,0.00294274380552,0.042423453217,0.00294274380552
PF00001192,DSK00001159,0,0,20050309,0.0828675,2,0.02103,4,3.3639673913,0.0827085938255,20050309,,20050413,0,,,0.0416197711244,0.60000276269,0.0416197711244
PF00001193,DSK00001160,0,0,20050309,0.0168225,2,0.02103,4,3.3639673913,0.0167605831503,20050309,,20050513,0,,,0.00873217547451,0.233787522739,0.00873217547451
PF00001195,DSK00001163,0,0,20050311,0.0118883333333,2,0.02103,4,3.3639673913,0.0118668849289,20050311,,20050415,0,,,0.00561764000195,0.0809855371597,0.00561764000195
PF00001197,DSK00001165,1,1,20050314,0.00668,2,0.02103,4,3.3639673913,0.00666716607641,20050314,,20050418,1,,,0.00336138582339,0.0484587186814,0.00336138582339
PF00001200,DSK00001168,0,0,20050315,0.0114633333333,2,0.02103,4,3.3639673913,0.0114439975879,20050315,,20050415,0,,,0.0057177634715,0.0730084953002,0.0057177634715
PF00001201,DSK00001168,1,1,20050315,0.00233333333333,2,0.02103,4,3.3639673913,0.00232939758985,20050315,,20050415,1,,,0.00116383670556,0.0148606998299,0.00116383670556
PF00001202,DSK00001169,0,0,20050316,4.66666666667e-05,0,0.02103,0,0.878115652174,4.65973169196e-05,20050316,,20050406,3,,,3.0272796828e-05,0.000261852882519,3.0272796828e-05
PF00001205,DSK00001171,0,0,20050316,0.0005025,1,0.02103,2,4.74600565217,0.000500310723022,20050316,,20050420,2,,,0.000573402556822,0.00826633854373,0.000573402556822
PF00001206,DSK00001172,0,0,20050329,0.0153266666667,2,0.02103,4,3.3639673913,0.0153006975592,20050329,,20050429,0,,,0.00767931158831,0.0980549452244,0.00767931158831
PF00001207,DSK00001173,0,0,20050405,0.00931166666667,2,0.02104,4,3.72553619048,0.00929373414946,20050405,,20050509,0,,,0.00483492006601,0.0677101434061,0.00483492006601
PF00001208,DSK00001174,0,0,20050405,0.0005675,1,0.02104,2,5.04842333333,0.000565022446798,20050405,,20050509,2,,,0.000667991646231,0.00935482066774,0.000667991646231
PF00001211,DSK00001176,0,0,20050406,0.00610666666667,2,0.02104,4,3.72553619048,0.00609524586967,20050406,,20050510,0,,,0.00307924648613,0.0431229923788,0.00307924648613
PF00001212,DSK00001177,0,0,20050407,0.0129166666667,1,0.02104,2,5.04842333333,0.0128636795972,20050407,,20050512,2,,,0.0138780617566,0.200070187072,0.0138780617566
PF00001213,DSK00001178,0,0,20050408,0.0020225,2,0.02104,4,3.72553619048,0.00201896356119,20050408,,20050511,0,,,0.000982379220232,0.0133529931276,0.000982379220232
PF00001214,DSK00001179,0,0,20050408,0.00581333333333,2,0.02104,4,3.72553619048,0.00580316843958,20050408,,20050512,0,,,0.0027406330199,0.0383809147344,0.0027406330199
PF00001215,DSK00001180,0,0,20050411,0.0190591666667,2,0.02104,4,3.72553619048,0.01899094802,20050411,,20050613,0,,,0.00992634828838,0.257582039113,0.00992634828838
PF00001216,DSK00001181,0,0,20050411,0.0581866666667,2,0.02104,4,3.72553619048,0.0580848278345,20050411,,20050513,0,,,0.0291736246904,0.3845261574,0.0291736246904
PF00001219,DSK00001184,0,0,20050412,0.00473583333333,2,0.02104,4,3.72553619048,0.00472671300979,20050412,,20050517,0,,,0.00238874152999,0.0344367947883,0.00238874152999
PF00001221,DSK00001186,0,0,20050413,0.00885083333333,2,0.02104,4,3.72553619048,0.00883483467568,20050413,,20050516,0,,,0.00444423038773,0.0604082177257,0.00444423038773
PF00001222,DSK00001187,0,0,20050413,0.02933,2,0.02104,4,3.72553619048,0.0291671742587,20050413,,20050718,0,,,0.0155481524489,0.614802381872,0.0155481524489
PF00001224,DSK00001188,1,1,20050413,0.00666666666667,2,0.02104,4,3.72553619048,0.00665421625906,20050413,,20050517,1,,,0.00335684750147,0.0470106273969,0.00335684750147
PF00001226,DSK00001190,0,0,20050415,0.00628416666667,2,0.02104,4,3.72553619048,0.00625006596145,20050415,,20050720,0,,,0.00325626009279,0.12875847903,0.00325626009279
PF00001228,DSK00001191,1,1,20050418,0.0025,2,0.02104,4,3.72553619048,0.0024957700859,20050418,,20050519,1,,,0.0012508257501,0.0159714381948,0.0012508257501
PF00001229,DSK00001192,0,0,20050418,0.000836666666667,1,0.02104,2,5.04842333333,0.000833455056881,20050418,,20050519,2,,,0.000949703498707,0.0121264938236,0.000949703498707
PF00001231,DSK00001194,0,0,20050421,0.00803416666667,2,0.02104,4,3.72553619048,0.00799102092735,20050421,,20050725,0,,,0.00416333415341,0.162910993655,0.00416333415341
PF00001232,DSK00001195,0,0,20050427,0.00319583333333,2,0.02104,4,3.72553619048,0.00319004561617,20050427,,20050530,0,,,0.00160775666657,0.0218534383438,0.00160775666657
PF00001234,DSK00001197,0,0,20050502,0.0099875,2,0.02105,4,3.41169409091,0.00997113681145,20050502,,20050225,0,,,-0.00227274629518,0.0617846245835,-0.00227274629518
PF00001235,DSK00001197,0,0,20050502,0.00115583333333,1,0.02105,2,4.41701863636,0.00115158420956,20050502,,20050225,2,,,-0.000590177169553,0.0160439706517,-0.000590177169553
PF00001237,DSK00001198,0,0,20050502,0.00111333333333,1,0.02105,2,4.41701863636,0.00110850275278,20050502,,20050330,2,,,-0.0013418758851,0.0182394528536,-0.0013418758851
PF00001240,DSK00001200,0,0,20050504,0.011095,2,0.02105,4,3.41169409091,0.0110768051178,20050504,,20050606,0,,,0.00505431455154,0.0687007889434,0.00505431455154
PF00001242,DSK00001202,0,0,20050506,0.0057375,2,0.02105,4,3.41169409091,0.00572777852843,20050506,,20050608,0,,,0.00270050527386,0.0367066277669,0.00270050527386
PF00001246,DSK00001205,0,0,20050510,0.00574666666667,2,0.02105,4,3.41169409091,0.0057359395044,20050510,,20050613,0,,,0.0028922304385,0.0405039452733,0.0028922304385
PF00001247,DSK00001206,0,0,20050511,0.0410658333333,2,0.02105,4,3.41169409091,0.0409915680028,20050511,,20050613,0,,,0.0206299957179,0.280413291904,0.0206299957179
